,brand,1.0,2.0,3.0,4.0,5.0,sentiment_pos,sentiment_neg,sentiment_neu,ratings,loyal,disloyal,neutral,highest_income,lowest_income,race_demo
4308,natori,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4309,natura,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
4310,natural beauty,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4311,neapolitan,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4312,nectar,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4313,negrita,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4314,nehi,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4315,nelson,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4316,nemiroff,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4317,nemo equipment,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4318,nerds,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4319,nerf,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
4320,nespresso,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4321,neste,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
4322,nestea,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4323,nestle,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4324,netherlands,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4325,neugebauer,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4326,neumann,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4327,neupert,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
4328,neuss,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4329,neutral,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4330,nevada,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4331,new balance,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
4332,new era,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4333,new home,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4334,new orleans,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4335,new zealand,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4336,newman's own,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4337,newport,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
4338,newtons,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4339,nexcite,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
4340,next,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.5,33.331,33.338,33.33,,,83.21
4341,nexus,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
4342,niccolo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4343,nicola,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4344,nido,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4345,niedermeyer,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
4346,niemeyer,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4347,nigeria,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4348,nightshirt,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4349,nike,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4350,nikka,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4351,nikko,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4352,nikola tesla,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4353,nikolai,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
4354,nilla,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4355,nintendo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4356,nishiki,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4357,nissin foods,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
4358,nivia,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
4359,njoy,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
4360,no fear,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4361,nocco,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
4362,nokia,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
4363,noko,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4364,nolan helmets,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4365,nomis,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4366,non-stop,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4367,nonino,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
4368,norco,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
4369,nordica,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4370,norman r. augustine,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4371,north,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4372,north america,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
4373,north state,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
4374,northern ireland,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
4375,northern light,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.4,33.331,33.338,33.33,,,83.21
4376,northgate,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4377,norway,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4378,nos,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
4379,note,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4380,notebooks,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
4381,notions,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4382,nougat,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4383,novara,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
4384,now and later,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
4385,noxzema,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.6,33.331,33.338,33.33,,,83.21
4386,nuo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4387,nut butter,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
4388,nutella,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4389,nuts,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
4390,nvidia,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4391,o'neill,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4392,oak leaf,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4393,oaks,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4394,oasis,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4395,oban,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4396,oceania,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
4397,oh!,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4398,ohto,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4399,oil,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4400,oil and gas,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4401,okura,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4402,olay,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4403,old orchard,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.4,33.331,33.338,33.33,,,83.21
4404,old spice,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4405,old town,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4406,old vienna,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4407,oldsmobile,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
4408,olimpia,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4409,olive oil,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4410,oliver,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4411,oliver heaviside,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4412,olivetti,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.1,33.331,33.338,33.33,,,83.21
4413,olmo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4414,olympos,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4415,omas,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
4416,omo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4417,omv,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4418,on,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4419,onda,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4420,one,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
4421,one plus,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
4422,one way,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4423,oneplus,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
4424,onion,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4425,onkyo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
4426,onn,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.1,33.331,33.338,33.33,,,83.21
4427,ono,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
4428,opel,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.9,33.331,33.338,33.33,,,83.21
4429,operation,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4430,oppo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4431,ora,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
4432,oral-b,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4433,orange,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4434,orange blossom,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
4435,orbea,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
4436,oregon scientific,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.6,33.331,33.338,33.33,,,83.21
4437,oreo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4438,organic valley,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4439,orient express,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4440,origami,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4441,orion,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4442,orlen,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
4443,orloff,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4444,oro,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4445,orville redenbacher's,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
4446,oscar mayer,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4447,osio,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4448,osprey,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4449,otomo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4450,outline,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
4451,oven,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4452,overlock,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.9,33.331,33.338,33.33,,,83.21
4453,oyster,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4454,ozark trail,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
4455,ozo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4456,p&m,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4457,pac-man,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
4458,pace,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
4459,pacific cycle,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4460,pacific railroad,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4461,pack,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4462,packard,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4463,packard bell,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.8,33.331,33.338,33.33,,,83.21
4464,packet,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.4,33.331,33.338,33.33,,,83.21
4465,paddy,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4466,pagani,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
4467,pager,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4468,pago,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
4469,pail,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4470,paint,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4471,paintbrush,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
4472,pakistan,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
4473,palatino,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.6,33.331,33.338,33.33,,,83.21
4474,palestine,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4475,palestinian,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4476,paleta,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
4477,pallet,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
4478,pam,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
4479,pampa,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
4480,pams,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4481,pan am,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.2,33.331,33.338,33.33,,,83.21
4482,pan pacific,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
4483,panama,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
4484,panaracer,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4485,panasonic,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4486,pancakes,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4487,panda,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
4488,panerai,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4489,panna,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4490,pannier,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.6,33.331,33.338,33.33,,,83.21
4491,panoramic,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4492,pantech,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
4493,pantene,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4494,panties,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.6,33.331,33.338,33.33,,,83.21
4495,pantyhose,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4496,paper,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4497,paper bag,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4498,paper mate,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4499,papps,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
4500,paprika,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
4501,papyrus,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4502,paradisus,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4503,paradox interactive,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
4504,paraguayan,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
4505,paramo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4506,parchment,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4507,parfait,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
4508,parisienne,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.6,33.331,33.338,33.33,,,83.21
4509,parkay,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
4510,parker,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4511,parker pen company,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4512,parker's,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
4513,parliament,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4514,parlour,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4515,parmalat,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
4516,party mix,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
4517,pascall,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4518,passenger,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
4519,passion,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
4520,pasta,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
4521,pasteles,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
4522,pastore,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.4,33.331,33.338,33.33,,,83.21
4523,pastries,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4524,patagonia,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4525,pataki,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4526,patina,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
4527,patio,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
4528,patis,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.4,33.331,33.338,33.33,,,83.21
4529,paton,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4530,patrick,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
4531,paul john,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
4532,paw patrol,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
4533,payet,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.1,33.331,33.338,33.33,,,83.21
4534,paz,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
