,brand,age,sentiment_pos,sentiment_neg,sentiment_neu
3456,Sunbelt Bakery,85 years and over,33.1667,33.6579,33.1754
3455,Sunbelt Bakery,75 to 84 years,33.2719,33.057,33.6711
3454,Sunbelt Bakery,65 to 74 years,33.1711,33.3202,33.5088
3453,Sunbelt Bakery,60 to 64 years,33.193,32.9561,33.8509
3451,Sunbelt Bakery,5 to 9 years,32.8947,33.4386,33.6667
3449,Sunbelt Bakery,35 to 44 years,33.1974,33.1404,33.6623
3448,Sunbelt Bakery,25 to 34 years,33.5132,33.3333,33.1535
3447,Sunbelt Bakery,20 to 24 years,33.0833,33.3553,33.5614
3446,Sunbelt Bakery,15 to 19 years,32.9254,33.4342,33.6404
3445,Sunbelt Bakery,10 to 14 years,34.1096,33.1228,32.7675
3450,Sunbelt Bakery,45 to 54 years,33.3114,33.8684,32.8202
3457,Sunbelt Bakery,Under 5 years,33.3246,33.307,33.3684
3119,Sunchips,Under 5 years,32.6798,33.6272,33.693
3117,Sunchips,75 to 84 years,33.0439,33.4035,33.5526
3115,Sunchips,60 to 64 years,33.6579,33.2237,33.1184
3114,Sunchips,55 to 59 years,33.2149,33.2588,33.5263
3113,Sunchips,5 to 9 years,33.386,33.2193,33.3947
3116,Sunchips,65 to 74 years,33.5307,32.8728,33.5965
3111,Sunchips,35 to 44 years,33.2719,32.9035,33.8246
3112,Sunchips,45 to 54 years,33.1711,33.1228,33.7061
3109,Sunchips,20 to 24 years,33.5921,33.364,33.0439
3110,Sunchips,25 to 34 years,33.7061,33.2061,33.0877
3107,Sunchips,10 to 14 years,33.2939,33.4342,33.2719
3108,Sunchips,15 to 19 years,33.2456,33.557,33.1974
3118,Sunchips,85 years and over,33.1316,33.9167,32.9518
5586,Sunkist,65 to 74 years,32.9123,33.7193,33.3684
5587,Sunkist,75 to 84 years,32.6798,33.8289,33.4912
5588,Sunkist,85 years and over,33.2061,33.5395,33.2544
5589,Sunkist,Under 5 years,32.9518,33.0702,33.9781
5585,Sunkist,60 to 64 years,34.1623,32.557,33.2807
5584,Sunkist,55 to 59 years,33.2456,33.7368,33.0175
5583,Sunkist,5 to 9 years,33.7982,32.6974,33.5044
5582,Sunkist,45 to 54 years,33.386,34.2588,32.3553
5581,Sunkist,35 to 44 years,33.75,33.1228,33.1272
5580,Sunkist,25 to 34 years,32.8596,33.6009,33.5395
5579,Sunkist,20 to 24 years,33.2544,33.0921,33.6535
5577,Sunkist,10 to 14 years,33.386,33.0833,33.5307
5578,Sunkist,15 to 19 years,33.5702,33.2982,33.1316
1417,Swanson,10 to 14 years,33.886,32.8114,33.3026
1418,Swanson,15 to 19 years,33.3289,33.5351,33.136
1420,Swanson,25 to 34 years,33.4868,33.136,33.3772
1421,Swanson,35 to 44 years,33.3377,33.2325,33.4298
1422,Swanson,45 to 54 years,33.5088,33.8333,32.6579
1423,Swanson,5 to 9 years,33.4868,33.1535,33.3596
1425,Swanson,60 to 64 years,33.1272,33.4693,33.4035
1419,Swanson,20 to 24 years,33.2325,33.5921,33.1754
1427,Swanson,75 to 84 years,33.4386,33.7368,32.8246
1428,Swanson,85 years and over,33.4912,33.3202,33.1886
1429,Swanson,Under 5 years,32.7588,33.7544,33.4868
1426,Swanson,65 to 74 years,33.4167,32.9737,33.6096
1424,Swanson,55 to 59 years,33.3904,33.2412,33.3684
4005,SweeTARTS,15 to 19 years,33.6096,33.2281,33.1623
4008,SweeTARTS,35 to 44 years,33.5921,33.6228,32.7851
4014,SweeTARTS,75 to 84 years,33.9781,32.6579,33.364
4007,SweeTARTS,25 to 34 years,33.4605,33.807,32.7325
4010,SweeTARTS,5 to 9 years,33.4386,33.1009,33.4605
4011,SweeTARTS,55 to 59 years,34.1535,32.7368,33.1096
4006,SweeTARTS,20 to 24 years,33.4868,32.9123,33.6009
4009,SweeTARTS,45 to 54 years,33.7368,33.0439,33.2193
4015,SweeTARTS,85 years and over,33.1184,33.386,33.4956
4016,SweeTARTS,Under 5 years,33.5351,32.7061,33.7588
4012,SweeTARTS,60 to 64 years,32.8947,33.8158,33.2895
4004,SweeTARTS,10 to 14 years,33.0351,33.5263,33.4386
4013,SweeTARTS,65 to 74 years,33.8509,33.4561,32.693
3561,Sweet Baby Rays,Under 5 years,33.193,34.057,32.75
3560,Sweet Baby Rays,85 years and over,33.4868,33.2719,33.2412
3559,Sweet Baby Rays,75 to 84 years,33.4825,33.0702,33.4474
3558,Sweet Baby Rays,65 to 74 years,33.3246,33.3026,33.3728
3556,Sweet Baby Rays,55 to 59 years,33.443,33.3509,33.2061
3555,Sweet Baby Rays,5 to 9 years,33.0482,33.807,33.1447
3554,Sweet Baby Rays,45 to 54 years,33.3421,33.4298,33.2281
3553,Sweet Baby Rays,35 to 44 years,33.5789,33.0307,33.3904
3552,Sweet Baby Rays,25 to 34 years,33.5175,33.0702,33.4123
3551,Sweet Baby Rays,20 to 24 years,33.1535,33.614,33.2325
3550,Sweet Baby Rays,15 to 19 years,33.2456,33.2719,33.4825
3557,Sweet Baby Rays,60 to 64 years,32.9518,32.9737,34.0746
3549,Sweet Baby Rays,10 to 14 years,33.2281,33.1447,33.6272
4199,Swingline,10 to 14 years,33.5877,32.8421,33.5702
4200,Swingline,15 to 19 years,32.8596,33.6798,33.4605
4203,Swingline,35 to 44 years,33.4167,33.5921,32.9912
4204,Swingline,45 to 54 years,33.6491,32.9342,33.4167
4205,Swingline,5 to 9 years,33.5351,33.5044,32.9605
4209,Swingline,75 to 84 years,33.8026,32.8509,33.3465
4207,Swingline,60 to 64 years,33.1228,33.3509,33.5263
4208,Swingline,65 to 74 years,33.3377,32.807,33.8553
4201,Swingline,20 to 24 years,33.5,33.0351,33.4649
4210,Swingline,85 years and over,32.3158,34.3509,33.3333
4211,Swingline,Under 5 years,32.9868,33.364,33.6491
4206,Swingline,55 to 59 years,33.7193,32.9781,33.3026
4202,Swingline,25 to 34 years,33.3728,33.3904,33.2368
327,Swiss Miss,20 to 24 years,32.7412,33.9693,33.2895
332,Swiss Miss,55 to 59 years,33.443,33.2237,33.3333
334,Swiss Miss,65 to 74 years,33.4123,33.1404,33.4474
333,Swiss Miss,60 to 64 years,32.8421,33.6535,33.5044
337,Swiss Miss,Under 5 years,33.4474,33.1623,33.3904
331,Swiss Miss,5 to 9 years,33.136,34.0789,32.7851
330,Swiss Miss,45 to 54 years,33.307,33.2939,33.3991
329,Swiss Miss,35 to 44 years,33.3947,33.6667,32.9386
328,Swiss Miss,25 to 34 years,33.4605,33.3904,33.1491
326,Swiss Miss,15 to 19 years,33.3509,33.1623,33.4868
335,Swiss Miss,75 to 84 years,33.2412,34.0132,32.7456
336,Swiss Miss,85 years and over,33.6667,33.5132,32.8202
325,Swiss Miss,10 to 14 years,33.2982,33.1711,33.5307
4845,Synders of Hanover,65 to 74 years,33.1184,33.6053,33.2763
4843,Synders of Hanover,55 to 59 years,33.2193,33.4342,33.3465
4847,Synders of Hanover,85 years and over,32.9254,33.4781,33.5965
4848,Synders of Hanover,Under 5 years,33.5175,32.807,33.6754
4842,Synders of Hanover,5 to 9 years,33.7456,32.9693,33.2851
4841,Synders of Hanover,45 to 54 years,33.4211,33.6623,32.9167
4840,Synders of Hanover,35 to 44 years,33.6404,33.3904,32.9693
4839,Synders of Hanover,25 to 34 years,33.3509,33.1974,33.4518
4838,Synders of Hanover,20 to 24 years,33.8816,33.3202,32.7982
4837,Synders of Hanover,15 to 19 years,33.2149,33.364,33.4211
4836,Synders of Hanover,10 to 14 years,33.0658,33.386,33.5482
4844,Synders of Hanover,60 to 64 years,33.2193,33.4342,33.3465
4846,Synders of Hanover,75 to 84 years,33.5307,32.6754,33.7939
3493,Synders-Lance,65 to 74 years,32.8596,33.5482,33.5921
3496,Synders-Lance,Under 5 years,33.5,33.2193,33.2807
3495,Synders-Lance,85 years and over,33.136,33.0175,33.8465
3494,Synders-Lance,75 to 84 years,33.1009,33.1404,33.7588
3492,Synders-Lance,60 to 64 years,32.7456,33.3026,33.9518
3491,Synders-Lance,55 to 59 years,33.1842,33.4561,33.3596
3490,Synders-Lance,5 to 9 years,33.3377,33.7939,32.8684
3489,Synders-Lance,45 to 54 years,33.2281,33.3596,33.4123
3488,Synders-Lance,35 to 44 years,32.9649,33.8114,33.2237
3487,Synders-Lance,25 to 34 years,32.807,33.5833,33.6096
3486,Synders-Lance,20 to 24 years,33.4693,33.4167,33.114
3485,Synders-Lance,15 to 19 years,32.8947,33.4254,33.6798
3484,Synders-Lance,10 to 14 years,33.1579,33.1711,33.6711
464,TRESemmé,65 to 74 years,32.8377,33.5132,33.6491
465,TRESemmé,75 to 84 years,33.0702,33.4868,33.443
467,TRESemmé,Under 5 years,32.9868,33.864,33.1491
466,TRESemmé,85 years and over,33.8509,32.9386,33.2105
458,TRESemmé,25 to 34 years,33.0088,33.5088,33.4825
455,TRESemmé,10 to 14 years,33.3904,33.4474,33.1623
456,TRESemmé,15 to 19 years,32.8772,33.636,33.4868
457,TRESemmé,20 to 24 years,33.5219,33.2675,33.2105
459,TRESemmé,35 to 44 years,33.5132,33.0746,33.4123
460,TRESemmé,45 to 54 years,32.8377,33.1667,33.9956
461,TRESemmé,5 to 9 years,33.386,33.6535,32.9605
462,TRESemmé,55 to 59 years,33.3991,33.4956,33.1053
463,TRESemmé,60 to 64 years,33.4605,33.0746,33.4649
3188,Taco Bell,25 to 34 years,33.0702,33.5307,33.3991
3189,Taco Bell,35 to 44 years,33.8202,32.8158,33.364
3190,Taco Bell,45 to 54 years,33.3904,33.114,33.4956
3191,Taco Bell,5 to 9 years,33.5833,33.1228,33.2939
3192,Taco Bell,55 to 59 years,33.3816,33.5439,33.0746
3196,Taco Bell,85 years and over,33.7982,32.8553,33.3465
3194,Taco Bell,65 to 74 years,33.2939,33.0877,33.6184
3195,Taco Bell,75 to 84 years,33.0658,33.4474,33.4868
3187,Taco Bell,20 to 24 years,33.1272,33.5307,33.3421
3197,Taco Bell,Under 5 years,33.7325,33.1184,33.1491
3193,Taco Bell,60 to 64 years,33.1711,33.6842,33.1447
3186,Taco Bell,15 to 19 years,33.0921,33.4211,33.4868
3185,Taco Bell,10 to 14 years,32.9474,34.0088,33.0439
416,Talenti,10 to 14 years,33.3816,33.4737,33.1447
417,Talenti,15 to 19 years,33.4123,33.1754,33.4123
418,Talenti,20 to 24 years,33.4035,33.5088,33.0877
419,Talenti,25 to 34 years,33.6009,33.057,33.3421
420,Talenti,35 to 44 years,33.7281,32.9737,33.2982
421,Talenti,45 to 54 years,33.2061,33.8509,32.943
422,Talenti,5 to 9 years,33.193,33.2719,33.5351
427,Talenti,85 years and over,33.4956,33.3947,33.1096
428,Talenti,Under 5 years,33.0219,33.7368,33.2412
424,Talenti,60 to 64 years,33.0,33.5088,33.4912
425,Talenti,65 to 74 years,33.1096,33.1623,33.7281
426,Talenti,75 to 84 years,33.0482,33.5921,33.3596
423,Talenti,55 to 59 years,33.6447,33.136,33.2193
5233,Tapatio,55 to 59 years,33.0658,33.2895,33.6447
5232,Tapatio,5 to 9 years,33.7149,32.7588,33.5263
5231,Tapatio,45 to 54 years,32.9956,33.2325,33.7719
5230,Tapatio,35 to 44 years,33.2018,33.2061,33.5921
5229,Tapatio,25 to 34 years,33.0746,33.5219,33.4035
5228,Tapatio,20 to 24 years,33.25,33.4123,33.3377
5226,Tapatio,10 to 14 years,34.0965,32.9781,32.9254
5235,Tapatio,65 to 74 years,33.2763,33.4474,33.2763
5236,Tapatio,75 to 84 years,33.0789,32.8333,34.0877
5238,Tapatio,Under 5 years,33.557,33.1404,33.3026
5234,Tapatio,60 to 64 years,33.5351,32.8509,33.614
5227,Tapatio,15 to 19 years,33.5921,32.8904,33.5175
5237,Tapatio,85 years and over,33.3553,33.6184,33.0263
4273,Texas Instruments,65 to 74 years,32.9211,33.4781,33.6009
4274,Texas Instruments,75 to 84 years,33.4561,33.0746,33.4693
4271,Texas Instruments,55 to 59 years,33.386,33.4254,33.1886
4272,Texas Instruments,60 to 64 years,33.3509,33.4518,33.1974
4275,Texas Instruments,85 years and over,33.7895,32.9693,33.2412
4264,Texas Instruments,10 to 14 years,33.0175,33.8465,33.136
4270,Texas Instruments,5 to 9 years,33.5965,33.3772,33.0263
4269,Texas Instruments,45 to 54 years,32.943,33.3684,33.6886
4268,Texas Instruments,35 to 44 years,33.5658,33.2544,33.1798
4267,Texas Instruments,25 to 34 years,33.557,33.1754,33.2675
4266,Texas Instruments,20 to 24 years,33.0263,33.4298,33.5439
4276,Texas Instruments,Under 5 years,33.5746,33.4737,32.9518
4265,Texas Instruments,15 to 19 years,33.4868,32.7763,33.7368
2511,TheraFlu,20 to 24 years,32.8553,33.6798,33.4649
2512,TheraFlu,25 to 34 years,33.4474,33.5965,32.9561
2514,TheraFlu,45 to 54 years,33.3684,33.3991,33.2325
2515,TheraFlu,5 to 9 years,33.5833,33.3246,33.0921
2516,TheraFlu,55 to 59 years,33.7061,33.0614,33.2325
2517,TheraFlu,60 to 64 years,32.9956,32.943,34.0614
2518,TheraFlu,65 to 74 years,33.4825,33.6009,32.9167
2519,TheraFlu,75 to 84 years,33.2982,33.4386,33.2632
2513,TheraFlu,35 to 44 years,33.4123,33.1711,33.4167
2510,TheraFlu,15 to 19 years,33.4298,33.2237,33.3465
2521,TheraFlu,Under 5 years,33.3158,33.4386,33.2456
2509,TheraFlu,10 to 14 years,33.0,33.5482,33.4518
2520,TheraFlu,85 years and over,33.2544,33.1842,33.5614
2570,ThermaCare,65 to 74 years,33.7412,33.4386,32.8202
2566,ThermaCare,45 to 54 years,33.1272,33.7895,33.0833
2561,ThermaCare,10 to 14 years,32.807,33.5833,33.6096
2562,ThermaCare,15 to 19 years,33.2281,33.6623,33.1096
2563,ThermaCare,20 to 24 years,33.4868,33.3465,33.1667
2564,ThermaCare,25 to 34 years,32.6404,33.4386,33.9211
2565,ThermaCare,35 to 44 years,33.2456,33.636,33.1184
2569,ThermaCare,60 to 64 years,33.8596,33.0482,33.0921
2568,ThermaCare,55 to 59 years,33.4474,33.2719,33.2807
2571,ThermaCare,75 to 84 years,32.9211,33.8377,33.2412
2567,ThermaCare,5 to 9 years,33.8114,33.1798,33.0088
2573,ThermaCare,Under 5 years,33.3114,33.1184,33.5702
2572,ThermaCare,85 years and over,33.4254,33.057,33.5175
3965,Thermos,10 to 14 years,33.1009,33.6711,33.2281
3970,Thermos,45 to 54 years,33.2544,33.4342,33.3114
3971,Thermos,5 to 9 years,33.4781,33.0351,33.4868
3967,Thermos,20 to 24 years,33.8377,32.7237,33.4386
3966,Thermos,15 to 19 years,33.4561,33.057,33.4868
3968,Thermos,25 to 34 years,34.1184,32.5307,33.3509
3972,Thermos,55 to 59 years,33.0877,33.4956,33.4167
3974,Thermos,65 to 74 years,33.3904,33.2895,33.3202
3975,Thermos,75 to 84 years,33.3333,33.0789,33.5877
3976,Thermos,85 years and over,33.307,33.9342,32.7588
3977,Thermos,Under 5 years,33.0351,33.6623,33.3026
3973,Thermos,60 to 64 years,33.5439,33.5,32.9561
3969,Thermos,35 to 44 years,34.0088,32.5833,33.4079
660,Tic Tac,75 to 84 years,33.1798,33.693,33.1272
662,Tic Tac,Under 5 years,33.5088,33.6096,32.8816
661,Tic Tac,85 years and over,32.7719,33.443,33.7851
659,Tic Tac,65 to 74 years,32.9737,32.9079,34.1184
655,Tic Tac,45 to 54 years,33.0,33.7105,33.2895
658,Tic Tac,60 to 64 years,33.8465,32.8333,33.3202
657,Tic Tac,55 to 59 years,32.7719,33.6228,33.6053
656,Tic Tac,5 to 9 years,32.8947,34.0219,33.0833
654,Tic Tac,35 to 44 years,34.0439,33.1096,32.8465
653,Tic Tac,25 to 34 years,33.1053,33.3772,33.5175
652,Tic Tac,20 to 24 years,33.0219,33.5307,33.4474
651,Tic Tac,15 to 19 years,33.3772,33.2193,33.4035
650,Tic Tac,10 to 14 years,33.6184,33.2193,33.1623
1665,Tide,15 to 19 years,33.1535,33.3421,33.5044
1666,Tide,20 to 24 years,33.4211,33.2675,33.3114
1667,Tide,25 to 34 years,32.8421,33.4605,33.6974
1676,Tide,Under 5 years,33.3728,33.4211,33.2061
1671,Tide,55 to 59 years,33.5789,33.9649,32.4561
1670,Tide,5 to 9 years,33.4386,33.1667,33.3947
1664,Tide,10 to 14 years,33.4518,32.9737,33.5746
1669,Tide,45 to 54 years,33.4825,33.0263,33.4912
1668,Tide,35 to 44 years,33.3421,33.7675,32.8904
1672,Tide,60 to 64 years,33.0877,33.4956,33.4167
1673,Tide,65 to 74 years,33.6228,33.9254,32.4518
1674,Tide,75 to 84 years,33.5526,33.3289,33.1184
1675,Tide,85 years and over,33.8553,33.4561,32.6886
3237,Tim Hortons,10 to 14 years,33.4474,33.3377,33.2149
3238,Tim Hortons,15 to 19 years,33.5833,33.5833,32.8333
3245,Tim Hortons,60 to 64 years,33.4781,33.0658,33.4561
3239,Tim Hortons,20 to 24 years,33.1228,33.5439,33.3333
3240,Tim Hortons,25 to 34 years,33.7807,33.1447,33.0746
3241,Tim Hortons,35 to 44 years,33.4868,33.3246,33.1886
3242,Tim Hortons,45 to 54 years,33.8158,33.4167,32.7675
3249,Tim Hortons,Under 5 years,33.6009,32.864,33.5351
3248,Tim Hortons,85 years and over,33.1272,33.1754,33.6974
3243,Tim Hortons,5 to 9 years,33.8289,32.9912,33.1798
3246,Tim Hortons,65 to 74 years,33.25,33.9386,32.8114
3244,Tim Hortons,55 to 59 years,33.0219,33.5746,33.4035
3247,Tim Hortons,75 to 84 years,33.1184,33.5746,33.307
2865,Toblerone,45 to 54 years,33.7281,33.3246,32.9474
2860,Toblerone,10 to 14 years,33.6623,32.8465,33.4912
2862,Toblerone,20 to 24 years,33.0263,33.4342,33.5395
2866,Toblerone,5 to 9 years,33.3114,33.3904,33.2982
2867,Toblerone,55 to 59 years,33.5833,33.4737,32.943
2868,Toblerone,60 to 64 years,33.3114,33.2193,33.4693
2869,Toblerone,65 to 74 years,33.1316,33.4211,33.4474
2870,Toblerone,75 to 84 years,33.25,33.4649,33.2851
2871,Toblerone,85 years and over,33.5877,33.4868,32.9254
2872,Toblerone,Under 5 years,33.3596,33.6667,32.9737
2861,Toblerone,15 to 19 years,33.8684,33.1316,33.0
2864,Toblerone,35 to 44 years,33.4561,33.4956,33.0482
2863,Toblerone,25 to 34 years,33.7456,32.8596,33.3947
5981,Tombstone,15 to 19 years,33.693,33.4167,32.8904
5990,Tombstone,75 to 84 years,33.5877,33.0921,33.3202
5989,Tombstone,65 to 74 years,32.8772,33.557,33.5658
5988,Tombstone,60 to 64 years,33.4912,33.25,33.2588
5987,Tombstone,55 to 59 years,33.0965,33.1535,33.75
5986,Tombstone,5 to 9 years,33.8684,32.8114,33.3202
5982,Tombstone,20 to 24 years,33.2105,33.4518,33.3377
5985,Tombstone,45 to 54 years,33.6447,32.8421,33.5132
5991,Tombstone,85 years and over,33.9956,32.9781,33.0263
5983,Tombstone,25 to 34 years,32.7851,33.5789,33.636
5980,Tombstone,10 to 14 years,32.9167,33.4561,33.6272
5984,Tombstone,35 to 44 years,33.4474,33.4035,33.1491
5992,Tombstone,Under 5 years,33.75,33.2851,32.9649
6315,Toms Snacks,75 to 84 years,33.4912,33.3728,33.136
6311,Toms Snacks,5 to 9 years,33.3684,33.114,33.5175
6312,Toms Snacks,55 to 59 years,33.4868,32.6447,33.8684
6313,Toms Snacks,60 to 64 years,32.9386,33.9386,33.1228
6314,Toms Snacks,65 to 74 years,33.7237,33.3421,32.9342
6316,Toms Snacks,85 years and over,32.9868,33.6579,33.3553
6309,Toms Snacks,35 to 44 years,33.1667,33.1842,33.6491
6305,Toms Snacks,10 to 14 years,33.5088,33.2412,33.25
6317,Toms Snacks,Under 5 years,33.0833,33.5789,33.3377
6310,Toms Snacks,45 to 54 years,33.4825,33.0263,33.4912
6307,Toms Snacks,20 to 24 years,33.5044,33.5088,32.9868
6308,Toms Snacks,25 to 34 years,33.0526,33.193,33.7544
6306,Toms Snacks,15 to 19 years,32.886,33.9167,33.1974
3588,Tones,10 to 14 years,33.3728,33.1228,33.5044
3589,Tones,15 to 19 years,33.7456,33.0833,33.1711
3590,Tones,20 to 24 years,33.1711,32.8772,33.9518
3599,Tones,85 years and over,33.7105,32.3904,33.8991
3592,Tones,35 to 44 years,33.8947,33.136,32.9693
3593,Tones,45 to 54 years,33.2982,33.3026,33.3991
3594,Tones,5 to 9 years,33.1623,33.1711,33.6667
3595,Tones,55 to 59 years,32.9035,33.3377,33.7588
3596,Tones,60 to 64 years,33.1404,33.1667,33.693
3597,Tones,65 to 74 years,32.943,33.5746,33.4825
3591,Tones,25 to 34 years,33.2851,33.3289,33.386
3600,Tones,Under 5 years,33.0482,32.9649,33.9868
3598,Tones,75 to 84 years,33.5746,32.9649,33.4605
4535,Toshiba,85 years and over,33.557,33.1096,33.3333
4534,Toshiba,75 to 84 years,33.1842,33.0965,33.7193
4533,Toshiba,65 to 74 years,32.9079,33.443,33.6491
4532,Toshiba,60 to 64 years,33.1579,33.693,33.1491
4531,Toshiba,55 to 59 years,33.6009,32.8158,33.5833
4530,Toshiba,5 to 9 years,33.2456,32.8114,33.943
4529,Toshiba,45 to 54 years,33.4386,33.3026,33.2588
4528,Toshiba,35 to 44 years,33.6491,33.0088,33.3421
4527,Toshiba,25 to 34 years,33.0307,33.6798,33.2895
4526,Toshiba,20 to 24 years,33.2456,33.4298,33.3246
4525,Toshiba,15 to 19 years,32.9518,33.7807,33.2675
4524,Toshiba,10 to 14 years,33.3158,34.0,32.6842
4536,Toshiba,Under 5 years,33.5263,33.057,33.4167
1884,Tostitos,Under 5 years,33.5833,33.2105,33.2061
1883,Tostitos,85 years and over,33.8246,33.1579,33.0175
1873,Tostitos,15 to 19 years,33.7982,33.0219,33.1798
1882,Tostitos,75 to 84 years,33.443,33.8114,32.7456
1874,Tostitos,20 to 24 years,33.5965,32.364,34.0395
1872,Tostitos,10 to 14 years,33.3158,32.8947,33.7895
1881,Tostitos,65 to 74 years,32.9693,33.9868,33.0439
1880,Tostitos,60 to 64 years,33.3772,33.0439,33.5789
1875,Tostitos,25 to 34 years,33.2237,33.3553,33.4211
1879,Tostitos,55 to 59 years,33.1228,33.307,33.5702
1878,Tostitos,5 to 9 years,32.9167,33.6579,33.4254
1877,Tostitos,45 to 54 years,33.364,33.2939,33.3421
1876,Tostitos,35 to 44 years,33.4781,33.5175,33.0044
5082,Total (Cereals),Under 5 years,33.4693,33.6316,32.8991
5081,Total (Cereals),85 years and over,33.2895,33.7544,32.9561
5080,Total (Cereals),75 to 84 years,33.4474,33.25,33.3026
5079,Total (Cereals),65 to 74 years,33.6447,32.7061,33.6491
5078,Total (Cereals),60 to 64 years,33.1535,33.8772,32.9693
5077,Total (Cereals),55 to 59 years,33.4649,33.5263,33.0088
5072,Total (Cereals),20 to 24 years,33.1053,33.4167,33.4781
5076,Total (Cereals),5 to 9 years,33.6754,33.5439,32.7807
5074,Total (Cereals),35 to 44 years,33.693,33.4079,32.8991
5070,Total (Cereals),10 to 14 years,33.5175,32.7719,33.7105
5071,Total (Cereals),15 to 19 years,32.9474,33.693,33.3596
5073,Total (Cereals),25 to 34 years,33.3421,32.8553,33.8026
5075,Total (Cereals),45 to 54 years,33.4868,33.1096,33.4035
339,Totinos,15 to 19 years,33.4956,33.3333,33.1711
340,Totinos,20 to 24 years,33.75,33.2544,32.9956
341,Totinos,25 to 34 years,33.2939,33.5307,33.1754
342,Totinos,35 to 44 years,33.2895,33.2193,33.4912
344,Totinos,5 to 9 years,33.0746,33.6667,33.2588
350,Totinos,Under 5 years,33.2588,33.2982,33.443
346,Totinos,60 to 64 years,33.0044,33.7412,33.2544
338,Totinos,10 to 14 years,32.9956,33.3816,33.6228
348,Totinos,75 to 84 years,33.3026,33.2237,33.4737
347,Totinos,65 to 74 years,33.2325,33.3026,33.4649
345,Totinos,55 to 59 years,33.2939,32.8596,33.8465
349,Totinos,85 years and over,32.9211,33.3816,33.6974
343,Totinos,45 to 54 years,33.0395,33.6491,33.3114
3854,Trappeys,5 to 9 years,33.4649,32.5395,33.9956
3851,Trappeys,25 to 34 years,33.5263,32.6316,33.8421
3852,Trappeys,35 to 44 years,33.25,33.0482,33.7018
3853,Trappeys,45 to 54 years,33.5833,33.3202,33.0965
3855,Trappeys,55 to 59 years,32.9605,33.6184,33.4211
3856,Trappeys,60 to 64 years,33.3158,33.5219,33.1623
3857,Trappeys,65 to 74 years,32.9868,33.4386,33.5746
3858,Trappeys,75 to 84 years,34.2763,33.0351,32.6886
3859,Trappeys,85 years and over,33.3114,33.1579,33.5307
3850,Trappeys,20 to 24 years,33.3289,33.3377,33.3333
3849,Trappeys,15 to 19 years,33.6667,32.8904,33.443
3860,Trappeys,Under 5 years,33.5877,32.9079,33.5044
3848,Trappeys,10 to 14 years,32.9737,33.9211,33.1053
5061,Trix,35 to 44 years,33.2325,32.8772,33.8904
5062,Trix,45 to 54 years,33.3465,33.2719,33.3816
5059,Trix,20 to 24 years,33.8377,32.8947,33.2675
5064,Trix,55 to 59 years,33.0132,33.6579,33.3289
5066,Trix,65 to 74 years,33.2018,33.386,33.4123
5065,Trix,60 to 64 years,33.2412,33.9079,32.8509
5067,Trix,75 to 84 years,33.5614,33.25,33.1886
5058,Trix,15 to 19 years,33.3026,33.3904,33.307
5068,Trix,85 years and over,33.4518,33.4386,33.1096
5069,Trix,Under 5 years,33.1623,33.2719,33.5658
5057,Trix,10 to 14 years,33.3026,33.3596,33.3377
5060,Trix,25 to 34 years,33.0789,33.6754,33.2456
5063,Trix,5 to 9 years,33.2105,33.4649,33.3246
4746,Trolli,15 to 19 years,33.5658,33.364,33.0702
4745,Trolli,10 to 14 years,33.3246,33.2281,33.4474
4749,Trolli,35 to 44 years,33.9123,33.0044,33.0833
4750,Trolli,45 to 54 years,33.2851,33.7544,32.9605
4751,Trolli,5 to 9 years,33.1711,33.3114,33.5175
4748,Trolli,25 to 34 years,32.943,33.5614,33.4956
4753,Trolli,60 to 64 years,33.0746,33.9956,32.9298
4754,Trolli,65 to 74 years,32.8904,33.6272,33.4825
4752,Trolli,55 to 59 years,33.2763,33.0263,33.6974
4756,Trolli,85 years and over,33.7807,33.1798,33.0395
4757,Trolli,Under 5 years,33.5965,33.5746,32.8289
4747,Trolli,20 to 24 years,34.0132,32.8509,33.136
4755,Trolli,75 to 84 years,33.386,33.386,33.2281
1325,Tropicana,Under 5 years,33.0132,33.6711,33.3158
1324,Tropicana,85 years and over,33.5351,32.9956,33.4693
1323,Tropicana,75 to 84 years,33.2632,33.8377,32.8991
1322,Tropicana,65 to 74 years,33.4167,33.2281,33.3553
1321,Tropicana,60 to 64 years,33.3816,33.8114,32.807
1315,Tropicana,20 to 24 years,33.7895,33.114,33.0965
1314,Tropicana,15 to 19 years,32.9079,33.5921,33.5
1319,Tropicana,5 to 9 years,33.0219,33.3596,33.6184
1318,Tropicana,45 to 54 years,33.2061,33.5658,33.2281
1317,Tropicana,35 to 44 years,33.193,33.1842,33.6228
1316,Tropicana,25 to 34 years,33.114,33.3333,33.5526
1313,Tropicana,10 to 14 years,33.4781,33.1842,33.3377
1320,Tropicana,55 to 59 years,33.3684,33.364,33.2675
2500,Tums,35 to 44 years,33.4123,33.0833,33.5044
2501,Tums,45 to 54 years,33.3684,33.114,33.5175
2502,Tums,5 to 9 years,33.1974,32.9649,33.8377
2503,Tums,55 to 59 years,34.1886,32.8904,32.9211
2499,Tums,25 to 34 years,33.1535,33.6886,33.1579
2506,Tums,75 to 84 years,33.2982,33.5132,33.1886
2505,Tums,65 to 74 years,32.8509,33.6667,33.4825
2507,Tums,85 years and over,32.386,33.7412,33.8728
2508,Tums,Under 5 years,33.5482,32.7368,33.7149
2498,Tums,20 to 24 years,33.0877,33.6053,33.307
